Reference Number,Vessel  ID,Year,Segment,Size Category,Capacity (GT),Length,Capacity Index,Size Index, Total Number of vessels in Segment , Total Active Vessels in Segment , Total Engine Power (kW) for Segment-Size , Total Capacity (GT)  for Segment-Size , Average Length for Segment ,Total Jobs,FTE,  Fishing Income,Non Fishing Income,Total Income, Wages,Energy Costs (Fuel),Repairs & Maintenance,Filters/Lube Oil,Provisions,Ice,Dues & Levies,Sundry Variable Costs,Total Variable Costs,Insurance,Loan Interest,Accountancy,Legal Fees,Sundry fixed costs,Total Fixed Costs,TOTAL COSTS,GROSS PROFIT,Depreciation,Sundry receipts,Net Profit / (Loss)
781,269,2012,DFN,00-10,3.1,8.5,1.1,2.1,394,173,"7,618",908,6.7,1.0,1.0,,€0,€0,,€300,€850,€46,€250,€0,,€450,"€1,896","€1,000",€0,€100,€0,€750,"€1,850","€3,746","-€3,746",,,"-€3,746"
782,344,2012,DTS,24-40,178.6,20.8,5.2,3.0,37,37,"18,887","8,309",26.3,10.0,9.5,"€2,031,558","€3,770","€2,035,328","€438,612","€436,003","€160,993",,"€31,975",€612,"€18,403","€398,277","€1,484,875","€48,743","€17,511","€3,000",,"€17,667","€86,921","€1,571,796","€463,532","€55,118",,"€408,414"
783,348,2012,FPO,00-10,3.0,7.2,1.1,2.0,733,573,"16,141","1,446",6.5,1.0,1.0,,€0,€0,€0,"€8,000",€300,€80,€150,€40,,€344,"€8,914",€0,€0,€0,€0,€130,€130,"€9,044","-€9,044",,,"-€9,044"
784,319,2012,FPO,10-12,8.9,9.7,2.2,2.3,107,83,"8,813","1,090",11.1,1.0,1.0,"€36,308",,"€36,308",,"€2,303","€2,807",€66,,"€2,392",€295,"€3,061","€10,924","€1,108",€122,€750,,"€2,276","€4,256","€15,180","€21,128","€3,043",,"€18,085"
785,191,2012,DTS,12-18,46.9,14.7,3.8,2.7,48,47,"7,752","2,070",14.6,4.0,2.3,"€155,669",,"€155,669",,"€45,980","€22,950",,"€2,685",,,€0,"€71,615","€7,000",,"€2,479",,"€6,301","€15,780","€87,395","€68,274","€8,032",,"€60,242"
786,19,2012,DTS,18-24,140.4,23.8,4.9,3.2,64,63,"24,668","8,565",21.4,,,"€762,225",,"€762,225","€184,461","€225,740","€73,212",,"€15,802","€8,232","€5,965","€21,274","€534,686","€22,636","€19,044","€5,400",€0,"€2,033","€49,113","€583,799","€178,426","€101,411",,"€77,015"
789,271,2012,FPO,10-12,8.8,10.9,2.2,2.4,107,83,"8,813","1,090",11.1,2.0,1.5,"€59,312",,"€59,312","€32,475","€2,241","€6,781",,,,€212,"€17,957","€59,666","€3,540","€8,186","€2,299",,€0,"€14,025","€73,691","-€14,379",€39,,"-€14,418"
790,192,2012,DTS,24-40,234.4,28.6,5.5,3.4,37,37,"18,887","8,309",26.3,7.0,7.0,"€1,178,283",,"€1,178,283","€186,368","€219,016","€109,843",,"€15,697","€4,199","€19,123","€9,534","€563,780","€33,400","€58,205","€5,025",,"€2,207","€98,837","€662,617","€515,666","€182,086",,"€333,580"
791,635,2012,FPO,00-10,1.2,6.4,0.1,1.8,733,573,"16,141","1,446",6.5,1.0,1.0,,"€1,480","€1,480",,€400,€0,€0,€0,€0,,€400,€800,€0,€0,€0,€0,€0,€0,€800,€680,,,€680
793,184,2012,TM,40-70,574.1,38.3,6.4,3.6,21,21,"42,511","22,091",52.1,9.0,8.5,"€4,634,032",€0,"€4,634,032","€1,144,537","€531,881","€294,991",,"€18,425",,"€37,646","€8,044","€2,035,523","€92,307","€45,715","€57,427","€8,856","€12,171","€216,475","€2,251,998","€2,382,034","€1,079,000","€62,874","€1,365,907"
794,182,2012,FPO,10-12,19.0,11.6,2.9,2.5,107,83,"8,813","1,090",11.1,3.0,2.5,"€182,676",,"€182,676","€22,042","€25,496","€37,042",,"€10,005",,,"€18,570","€113,155",€379,"€5,772","€1,580",,"€20,606","€28,337","€141,492","€41,184","€19,601",,"€21,583"
795,90,2012,FPO,00-10,5.4,10.8,1.7,2.4,733,573,"16,141","1,446",6.5,2.0,2.0,,€0,€0,,"€6,300","€1,650",€400,€0,€0,,"€16,192","€24,542",€0,€0,"€1,800",€0,"€1,415","€3,215","€27,757","-€27,757",,,"-€27,757"
796,582,2012,FPO,00-10,6.7,9.0,1.9,2.2,733,573,"16,141","1,446",6.5,3.0,2.0,"€12,442","€1,000","€13,442","€1,064","€4,093","€3,000",,,,,"€1,300","€9,457","€1,002",,"€1,230",,€600,"€2,832","€12,289","€1,153",,,"€1,153"
797,577,2012,FPO,00-10,14.5,9.6,2.7,2.3,733,573,"16,141","1,446",6.5,3.0,2.0,"€9,543","€1,000","€10,543",€0,"€11,340","€8,000",,,,€400,"€10,606","€30,346","€2,700","€7,200",€600,,€960,"€11,460","€41,806","-€31,263",,,"-€31,263"
798,421,2012,FPO,00-10,0.8,6.1,-0.2,1.8,733,573,"16,141","1,446",6.5,1.0,1.0,,,€0,,€250,€0,€0,€0,€0,,€400,€650,€0,€0,€0,€0,€0,€0,€650,-€650,,,-€650
799,502,2012,TM,40-70,"1,320.0",60.7,7.2,4.1,21,21,"42,511","22,091",52.1,14.0,13.5,"€5,480,219","€89,845","€5,570,064","€1,647,279","€844,943","€502,713",€0,"€33,171",€0,"€72,920",€0,"€3,101,026","€129,640","€284,524","€26,100","€91,694","€314,396","€846,354","€3,947,380","€1,622,684","€897,540",,"€725,144"
801,500,2012,FPO,00-10,1.3,7.2,0.3,2.0,733,573,"16,141","1,446",6.5,1.0,1.0,"€30,170","€1,200","€31,370",€0,"€6,630","€2,050",,,,€200,"€4,505","€13,385",,"€7,488",€500,,€240,"€8,228","€21,613","€9,757",,,"€9,757"
802,8,2012,DTS,24-40,311.0,35.5,5.7,3.6,37,37,"18,887","8,309",26.3,11.0,11.0,"€1,492,700","€615,527","€2,108,227","€613,165","€628,471","€10,491","€7,618","€158,053","€2,453",€0,"€18,716","€1,438,967","€17,995","€106,054","€9,750","€66,411","€118,411","€318,621","€1,757,588","€350,639","€117,552",€0,"€233,087"
803,275,2012,FPO,12-18,29.0,13.3,3.4,2.6,19,18,"2,070",319,13.0,5.0,3.7,"€127,214",,"€127,214","€42,099","€23,596","€10,996",,"€6,276",€772,,€0,"€83,739",,"€1,544","€2,370",,"€3,881","€7,795","€91,534","€35,680","€3,738",,"€31,942"
804,561,2012,FPO,00-10,1.2,6.2,0.1,1.8,733,573,"16,141","1,446",6.5,1.0,1.0,"€33,319","€1,000","€34,319","€14,560","€2,000",€150,,,,,"€1,550","€18,260",,,,,€500,€500,"€18,760","€15,560",,,"€15,560"
805,481,2012,FPO,00-10,1.6,5.9,0.4,1.8,733,573,"16,141","1,446",6.5,1.0,1.0,,"€1,175","€1,175",,"€1,050",€0,€140,€0,€0,,€290,"€1,480",€0,€0,€250,€0,€50,€300,"€1,780",-€605,,,-€605
806,141,2012,DTS,18-24,254.4,25.2,5.5,3.2,64,63,"24,668","8,565",21.4,5.0,5.0,"€939,187",€4,"€939,191","€150,130","€291,445","€147,985",,"€11,593","€2,185","€12,176","€44,795","€660,309","€31,680","€139,926","€3,800",€0,"€95,910","€271,316","€931,625","€7,566","€10,157",,"-€2,591"
807,631,2012,FPO,00-10,2.1,5.7,0.7,1.7,733,573,"16,141","1,446",6.5,2.0,2.0,,€0,€0,,,,,,,,€0,€0,,,,,€0,€0,€0,€0,,,€0
808,119,2012,DTS,24-40,226.9,28.1,5.4,3.3,37,37,"18,887","8,309",26.3,10.0,6.0,"€1,716,221",,"€1,716,221","€350,195","€272,551","€236,418","€95,279","€30,583",€590,"€45,146","€142,962","€1,173,724","€36,741","€59,618","€5,000",,€0,"€101,359","€1,275,083","€441,138","€215,543",,"€225,595"
809,486,2012,DFN,00-10,0.8,5.2,-0.2,1.7,394,173,"7,618",908,6.7,1.0,1.0,,€0,€0,,€480,€160,€30,€120,€0,,"€1,000","€1,790",€0,"€4,000",€887,€0,€210,"€5,097","€6,887","-€6,887",,,"-€6,887"
810,278,2012,DTS,12-18,29.9,14.8,3.4,2.7,48,47,"7,752","2,070",14.6,2.0,1.5,"€80,000",,"€80,000","€20,000","€7,000","€10,000","€1,300","€3,200",€0,,€500,"€42,000","€3,200",€0,"€1,300",,€0,"€4,500","€46,500","€33,500",,,"€33,500"
811,101,2012,FPO,10-12,26.3,12.1,3.3,2.5,107,83,"8,813","1,090",11.1,1.0,1.0,"€165,634",,"€165,634","€49,909","€23,543","€22,101",,"€1,649",,,"€18,408","€115,610","€3,980","€3,630","€3,350",,"€5,033","€15,993","€131,603","€34,031","€23,423",,"€10,608"
812,123,2012,FPO,00-10,3.2,7.5,1.2,2.0,733,573,"16,141","1,446",6.5,1.0,1.0,,€195,€195,€0,€420,€150,€30,€0,€0,,€200,€800,€0,€0,€0,€0,€170,€170,€970,-€775,,,-€775
813,558,2012,DFN,00-10,0.9,5.1,-0.1,1.6,394,173,"7,618",908,6.7,1.0,1.0,,€0,€0,€0,"€1,950",€500,€100,€0,€0,,"€1,200","€3,750",€0,"€2,000",€450,€0,€200,"€2,650","€6,400","-€6,400",,,"-€6,400"
814,280,2012,FPO,10-12,9.4,12.4,2.2,2.5,107,83,"8,813","1,090",11.1,2.0,0.3,"€4,000",,"€4,000",,€800,"€1,500",€80,,,,€0,"€2,380",,,,,€0,€0,"€2,380","€1,620",,,"€1,620"
815,88,2012,FPO,00-10,3.6,9.4,1.3,2.2,733,573,"16,141","1,446",6.5,2.0,1.5,"€46,312","€1,000","€47,312","€13,607","€1,936","€1,000",,€0,,,"€2,838","€19,381","€1,600","€8,592",,,€700,"€10,892","€30,273","€17,039",,,"€17,039"
816,377,2012,FPO,00-10,1.2,5.6,0.2,1.7,733,573,"16,141","1,446",6.5,2.0,1.5,,€0,€0,"€11,750","€2,650",,,,,,"€2,150","€16,550",,,,,€0,€0,"€16,550","-€16,550",,,"-€16,550"
817,366,2012,FPO,00-10,1.1,6.1,0.1,1.8,733,573,"16,141","1,446",6.5,1.0,1.0,,€0,€0,,"€1,000",€500,€100,€0,€0,,€957,"€2,557",€470,"€2,500",€450,€0,€50,"€3,470","€6,027","-€6,027",,,"-€6,027"
818,484,2012,FPO,00-10,1.7,6.1,0.5,1.8,733,573,"16,141","1,446",6.5,1.0,1.0,"€29,434","€1,000","€30,434",,€864,€400,,€200,€200,,€730,"€2,394",€320,,,,€200,€520,"€2,914","€27,520",,,"€27,520"
819,137,2012,DFN,00-10,8.6,10.3,2.2,2.3,394,173,"7,618",908,6.7,2.0,1.5,"€90,361","€1,000","€91,361","€18,465","€12,273","€4,000",,"€4,705",,"€6,395","€2,950","€48,788","€2,900",,"€2,829",,"€1,000","€6,729","€55,517","€35,844",,,"€35,844"
820,381,2012,DFN,00-10,1.4,6.5,0.3,1.9,394,173,"7,618",908,6.7,2.0,1.5,,€0,€0,,"€4,230","€2,550",€0,€0,€0,,€780,"€7,560",€0,€0,€968,€0,€0,€968,"€8,528","-€8,528",,,"-€8,528"
821,148,2012,DTS,12-18,40.8,14.2,3.7,2.7,48,47,"7,752","2,070",14.6,5.0,5.0,"€500,929",€990,"€501,919","€191,618","€90,469","€65,894",,"€16,028","€8,949","€3,451","€13,717","€390,126","€8,800","€4,813","€2,120",,"€36,556","€52,289","€442,415","€59,504","€26,465",,"€33,039"
822,204,2012,FPO,00-10,3.3,8.4,1.2,2.1,733,573,"16,141","1,446",6.5,1.0,1.0,"€21,284","€2,144","€23,428",€0,"€1,125",€400,,,,,€700,"€2,225","€1,140",,€450,,€400,"€1,990","€4,215","€19,213",,,"€19,213"
824,347,2012,DRB,10-12,8.8,10.7,2.2,2.4,65,20,"4,984",611,10.9,1.0,0.2,"€8,378","€2,849","€11,227",€900,"€1,675",€353,€300,€580,€0,€0,€0,"€3,808",,,€400,,€0,€400,"€4,208","€7,019","€1,025",,"€5,994"
825,24,2012,DTS,24-40,169.3,26.9,5.1,3.3,37,37,"18,887","8,309",26.3,10.0,10.0,"€1,677,097",€623,"€1,677,720","€453,412","€412,242","€342,060",,"€16,798",,"€6,364","€73,544","€1,304,420","€18,680","€14,180","€9,113","€10,788","€48,654","€101,415","€1,405,835","€271,885","€68,032",,"€203,853"
826,409,2012,FPO,00-10,1.9,5.2,0.6,1.6,733,573,"16,141","1,446",6.5,1.0,1.0,"€6,829","€1,090","€7,919","€7,200","€1,050",€440,,,,,€400,"€9,090",,,,,€0,€0,"€9,090","-€1,171",,,"-€1,171"
827,600,2012,FPO,00-10,1.8,6.1,0.6,1.8,733,573,"16,141","1,446",6.5,1.0,1.0,"€7,347","€1,000","€8,347","€8,400",€840,€300,,,,,€813,"€10,353",,,,,€0,€0,"€10,353","-€2,005",,,"-€2,005"
828,552,2012,DRB,00-10,0.6,5.2,-0.5,1.7,368,108,"9,588","1,004",7.0,2.0,1.5,,€0,€0,"€11,375","€2,400",€0,€0,€0,€0,,"€2,450","€16,225",€0,€0,€0,€0,€0,€0,"€16,225","-€16,225",,,"-€16,225"
829,454,2012,FPO,00-10,5.1,8.6,1.6,2.2,733,573,"16,141","1,446",6.5,2.0,1.5,"€166,981","€1,000","€167,981","€38,735","€15,210","€5,855",,"€11,222",,,"€12,746","€83,768","€4,160","€14,400",€987,,"€6,563","€26,110","€109,878","€58,103",,,"€58,103"
830,636,2012,FPO,00-10,3.1,6.7,1.1,1.9,733,573,"16,141","1,446",6.5,1.0,1.0,,"€1,000","€1,000",,€0,€0,€0,€0,€0,,€0,€0,€0,€0,€0,€0,€0,€0,€0,"€1,000",,,"€1,000"
831,282,2012,FPO,10-12,11.2,11.6,2.4,2.5,107,83,"8,813","1,090",11.1,1.0,0.5,"€92,171",,"€92,171",,"€8,100","€17,511",,€0,€56,,"€13,736","€39,403","€3,500",€576,"€3,232",,€0,"€7,308","€46,711","€45,460","€2,226",,"€43,234"
832,565,2012,FPO,00-10,3.0,7.7,1.1,2.0,733,573,"16,141","1,446",6.5,1.0,1.0,,€70,€70,,€500,€450,€70,€200,€0,,"€1,350","€2,570",€0,€0,€700,€0,€620,"€1,320","€3,890","-€3,820",,,"-€3,820"
833,100,2012,FPO,00-10,4.1,10.2,1.4,2.3,733,573,"16,141","1,446",6.5,1.0,1.0,"€35,982","€2,300","€38,282","€2,538","€2,500","€1,000",,€500,,,"€1,700","€8,238",€600,"€5,000","€1,000",,€600,"€7,200","€15,438","€22,843",,,"€22,843"
834,94,2012,DTS,10-12,12.6,11.7,2.5,2.5,25,25,"2,188",334,11.2,1.0,1.0,"€72,678","€1,000","€73,678","€7,225","€17,755","€3,000",,"€2,000","€4,000",,"€1,950","€35,930","€5,450",,"€1,400",,"€2,000","€8,850","€44,780","€28,899",,,"€28,899"
835,122,2012,FPO,00-10,3.8,7.9,1.3,2.1,733,573,"16,141","1,446",6.5,,,"€11,604",,"€11,604",,"€5,600","€1,000",€50,,,,"€2,400","€9,050",,,€677,,€0,€677,"€9,727","€1,878",,,"€1,878"
836,357,2012,TM,40-70,598.8,45.4,6.4,3.8,21,21,"42,511","22,091",52.1,11.0,11.0,"€3,994,705","€62,752","€4,057,457","€1,683,310","€402,499","€196,281",,"€32,644",,"€51,641","€610,919","€2,977,294","€78,186","€150,605","€14,218","€14,662",€0,"€257,671","€3,234,965","€822,492","€414,062","€14,955","€423,385"
837,284,2012,FPO,10-12,14.4,11.5,2.7,2.4,107,83,"8,813","1,090",11.1,1.0,1.0,"€131,907",,"€131,907","€27,653","€11,925","€6,856","€20,256","€2,117",€400,,"€6,532","€75,739","€4,267",€384,"€1,311",,€0,"€5,962","€81,701","€50,206",,,"€50,206"
838,545,2012,FPO,10-12,2.6,9.9,1.0,2.3,107,83,"8,813","1,090",11.1,1.0,0.2,"€10,000",,"€10,000",,"€3,000","€3,000",€500,,,,€0,"€6,500",,,,,€0,€0,"€6,500","€3,500","€2,800",,€700
839,147,2012,DRB,00-10,8.3,8.9,2.1,2.2,368,108,"9,588","1,004",7.0,3.0,2.0,"€30,356","€1,000","€31,356","€39,122","€2,000",€500,,€190,,,"€1,040","€42,852","€1,500",,,,€45,"€1,545","€44,397","-€13,041",,,"-€13,041"
840,619,2012,FPO,00-10,0.7,4.9,-0.3,1.6,733,573,"16,141","1,446",6.5,1.0,1.0,,"€1,000","€1,000",,"€2,500",€0,€0,€0,€0,,"€1,000","€3,500",€0,€0,€0,€0,€0,€0,"€3,500","-€2,500",,,"-€2,500"
841,412,2012,DRB,00-10,0.8,5.8,-0.2,1.8,368,108,"9,588","1,004",7.0,1.0,1.0,,€0,€0,€0,€500,€800,€40,€0,€0,,€200,"€1,540",€0,€0,€0,€0,€0,€0,"€1,540","-€1,540",,,"-€1,540"
842,285,2012,DTS,12-18,38.3,15.9,3.6,2.8,48,47,"7,752","2,070",14.6,2.0,2.0,"€150,731",,"€150,731","€30,395","€50,389","€27,271",,"€8,773","€4,178","€5,367","€2,815","€129,188","€9,445","€8,547","€1,900",,"€7,758","€27,650","€156,838","-€6,107","€12,931",,"-€19,038"
843,286,2012,FPO,10-12,6.8,11.8,1.9,2.5,107,83,"8,813","1,090",11.1,1.0,0.2,"€30,290","€12,499","€42,789","€11,129","€5,153","€2,447",€350,,€500,€200,"€3,558","€23,337",€0,€0,"€1,284",€0,€0,"€1,284","€24,621","€18,168",,,"€18,168"
844,315,2012,FPO,00-10,6.9,9.5,1.9,2.2,733,573,"16,141","1,446",6.5,1.0,1.0,"€25,521","€1,000","€26,521",€0,"€5,000","€1,500",,€500,,,"€1,633","€8,633",€950,"€3,500",€750,,€0,"€5,200","€13,833","€12,688",,,"€12,688"
845,107,2012,FPO,10-12,16.5,11.5,2.8,2.4,107,83,"8,813","1,090",11.1,3.0,2.0,"€158,191","€1,000","€159,191","€104,622","€10,100","€10,000",,"€2,000",,,"€26,206","€152,928","€8,500","€10,000",,,"€5,200","€23,700","€176,628","-€17,437",,,"-€17,437"
846,605,2012,FPO,00-10,1.2,5.7,0.2,1.7,733,573,"16,141","1,446",6.5,2.0,1.5,,€0,€0,,€700,€400,€200,€0,€0,,€250,"€1,550",€0,€0,€0,€0,€0,€0,"€1,550","-€1,550",,,"-€1,550"
847,351,2012,DFN,00-10,3.2,6.5,1.2,1.9,394,173,"7,618",908,6.7,1.0,1.0,,€566,€566,,"€1,100","€2,208",€371,€0,€0,,"€1,878","€5,557",€0,€0,€690,€0,€0,€690,"€6,247","-€5,681",,,"-€5,681"
848,139,2012,DRB,00-10,16.0,10.6,2.8,2.4,368,108,"9,588","1,004",7.0,2.0,1.5,"€584,984","€1,000","€585,984","€105,516","€30,874","€4,501",,"€11,355","€2,961",€300,"€1,950","€157,456",,,"€1,916",,"€4,550","€6,466","€163,922","€422,062",,,"€422,062"
849,287,2012,DFN,10-12,16.5,11.7,2.8,2.5,36,16,"2,358",385,11.0,2.0,1.5,"€48,516","€1,000","€49,516","€14,183","€9,500","€2,500",,€600,€200,€150,"€3,800","€30,933","€3,700",,€100,,€600,"€4,400","€35,333","€14,183",,,"€14,183"
850,289,2012,DFN,00-10,1.2,7.0,0.2,1.9,394,173,"7,618",908,6.7,2.0,1.5,,€0,€0,,"€4,000",€500,€90,€0,€0,,"€1,750","€6,340",€0,€0,€600,€0,"€1,500","€2,100","€8,440","-€8,440",,,"-€8,440"
851,290,2012,DFN,12-18,37.8,15.8,3.6,2.8,11,6,"1,330",343,14.3,4.0,3.0,"€84,107",,"€84,107","€14,018","€12,287","€9,328",,"€3,168",,,"€22,817","€61,618",,,€593,,€0,€593,"€62,211","€21,896","€2,921",,"€18,975"
852,291,2012,DFN,00-10,2.2,7.5,0.8,2.0,394,173,"7,618",908,6.7,1.0,1.0,,€0,€0,,€140,€0,€0,€0,€0,,€0,€140,€0,€0,€0,€0,€0,€0,€140,-€140,,,-€140
853,292,2012,DFN,00-10,8.7,8.8,2.2,2.2,394,173,"7,618",908,6.7,2.0,1.5,,€0,€0,,,,,,,,€0,€0,,,,,€0,€0,€0,€0,,,€0
854,620,2012,FPO,00-10,1.3,6.8,0.3,1.9,733,573,"16,141","1,446",6.5,1.0,1.0,,€0,€0,€0,€0,€0,€0,€0,€0,,€0,€0,€0,€0,€0,€0,€0,€0,€0,€0,,,€0
855,625,2012,FPO,00-10,1.3,5.9,0.3,1.8,733,573,"16,141","1,446",6.5,1.0,1.0,,€0,€0,,"€1,000",€320,€100,€0,€0,,€600,"€2,020",€0,€0,€0,€0,€0,€0,"€2,020","-€2,020",,,"-€2,020"
856,387,2012,DTS,18-24,197.6,23.3,5.3,3.1,64,63,"24,668","8,565",21.4,11.0,11.0,"€916,666",,"€916,666","€206,461","€242,422","€91,250","€4,000","€19,474",,"€8,920","€135,693","€708,220","€24,790","€24,444","€3,273",,"€46,125","€98,631","€806,851","€109,815","€52,285","€52,648","€110,178"
857,114,2012,DTS,12-18,26.3,14.3,3.3,2.7,48,47,"7,752","2,070",14.6,3.0,3.0,"€247,269",,"€247,269","€69,217","€45,747","€6,821",,"€3,903",,,"€42,710","€168,398",€680,"€15,088","€1,100",,"€12,427","€29,295","€197,693","€49,576","€45,783",,"€3,793"
858,589,2012,FPO,00-10,5.3,7.5,1.7,2.0,733,573,"16,141","1,446",6.5,2.0,1.5,"€44,584","€1,000","€45,584","€16,775","€3,800","€3,200",,,,€530,"€2,954","€27,259",,€750,,,€800,"€1,550","€28,809","€16,775",,,"€16,775"
859,294,2012,DFN,10-12,12.2,10.5,2.5,2.4,36,16,"2,358",385,11.0,1.0,1.0,"€39,644","€1,000","€40,644","€3,205","€6,654","€4,728",,€200,,"€1,220","€1,688","€17,695","€6,050",,"€2,500",,"€2,700","€11,250","€28,945","€11,700",,,"€11,700"
860,207,2012,DTS,12-18,64.6,18.4,4.2,2.9,48,47,"7,752","2,070",14.6,4.0,4.0,"€232,888",,"€232,888","€101,573","€58,628","€30,649",,,"€4,835",€932,"€5,288","€201,905","€10,200",,"€2,800",,€0,"€13,000","€214,905","€17,983",,,"€17,983"
861,629,2012,FPO,00-10,1.6,5.9,0.5,1.8,733,573,"16,141","1,446",6.5,1.0,1.0,"€31,277","€1,150","€32,427",€0,"€1,280",€366,,€300,,€150,"€4,981","€7,077",,,€495,,€350,€845,"€7,922","€24,505",,,"€24,505"
862,389,2012,DFN,00-10,1.3,6.4,0.3,1.8,394,173,"7,618",908,6.7,1.0,1.0,,€0,€0,,€500,€150,€100,€500,€0,,€205,"€1,455",€380,€0,€0,€0,€10,€390,"€1,845","-€1,845",,,"-€1,845"
863,295,2012,FPO,10-12,12.8,9.5,2.6,2.2,107,83,"8,813","1,090",11.1,,,"€100,076",€0,"€100,076","€38,014","€8,449","€2,221",,,,,"€12,618","€61,302",€929,,"€1,095",,€0,"€2,024","€63,326","€36,750","€3,145",€5,"€33,610"
864,385,2012,DFN,00-10,2.4,6.5,0.9,1.9,394,173,"7,618",908,6.7,1.0,1.0,,"€1,000","€1,000",,€390,€0,€40,€0,€0,,€850,"€1,280","€1,300",€0,€395,€0,€0,"€1,695","€2,975","-€1,975",,,"-€1,975"
865,424,2012,DRB,00-10,2.1,6.7,0.7,1.9,368,108,"9,588","1,004",7.0,1.0,1.0,,€0,€0,€0,€600,"€1,000",€200,€300,€0,,€440,"€2,540",€600,€0,€100,€0,€50,€750,"€3,290","-€3,290",,,"-€3,290"
867,612,2012,FPO,00-10,0.8,5.4,-0.2,1.7,733,573,"16,141","1,446",6.5,1.0,1.0,,"€1,000","€1,000",,"€2,000",€0,€0,€0,€0,,€830,"€2,830",€0,€0,€0,€0,€0,€0,"€2,830","-€1,830",,,"-€1,830"
868,609,2012,FPO,00-10,1.2,5.9,0.1,1.8,733,573,"16,141","1,446",6.5,1.0,1.0,,€500,€500,€0,€400,€500,€20,€0,€0,,€150,"€1,070",€0,€0,€0,€0,€0,€0,"€1,070",-€570,,,-€570
869,639,2012,FPO,00-10,1.4,5.4,0.3,1.7,733,573,"16,141","1,446",6.5,2.0,1.5,,€603,€603,€0,€490,€125,€85,€0,€0,,€85,€785,€0,€0,€0,€0,€105,€105,€890,-€287,,,-€287
870,566,2012,DRB,00-10,1.2,6.1,0.2,1.8,368,108,"9,588","1,004",7.0,1.0,1.0,,€0,€0,,€180,€200,€15,€50,€0,,€180,€625,€0,€0,€0,€0,€0,€0,€625,-€625,,,-€625
871,298,2012,FPO,00-10,8.4,10.5,2.1,2.4,733,573,"16,141","1,446",6.5,2.0,1.5,,,€0,,"€8,000","€2,092",€415,"€2,400",€0,,"€3,300","€16,207",€650,€0,€0,€0,"€1,950","€2,600","€18,807","-€18,807",,,"-€18,807"
